"replicate","exp_day","treatment","trait","sub_rep"
9,6,"starvation",3.91450178958731,"C"
9,6,"starvation",4.83290036073196,"C"
9,6,"starvation",4.80345602409394,"B"
9,6,"starvation",4.06200635395584,"A"
9,7,"control",7.6513537596144,"C"
9,7,"control",8.93562690332898,"B"
9,7,"control",8.11563805759853,"B"
9,7,"control",8.01156480335188,"A"
9,7,"control",7.99261575012057,"A"
9,7,"control",8.11357989349533,"C"
9,7,"control",8.06448125596233,"A"
9,7,"control",8.60916491768762,"A"
9,7,"control",8.12263717596426,"A"
9,7,"control",8.03236559966841,"C"
9,7,"half",8.30853612642706,"A"
9,7,"half",8.57137223930964,"A"
9,7,"half",7.6758649613128,"C"
9,7,"half",8.29083621527707,"C"
9,7,"half",7.89168316088559,"C"
9,7,"half",7.28345657166645,"A"
9,7,"half",7.94921497159328,"B"
9,7,"half",8.02231851029186,"B"
9,7,"half",8.37297581831183,"A"
9,7,"half",8.56830359220544,"B"
9,7,"starvation",4.82996916271229,"C"
9,7,"starvation",4.20474790206926,"C"
9,7,"starvation",4.82391835078684,"B"
9,7,"starvation",4.12282460391669,"A"
9,7,"starvation",4.54878531813189,"B"
9,7,"starvation",5.08511983502716,"C"
9,7,"starvation",4.56508174894723,"B"
9,7,"starvation",4.63905917302898,"B"
9,7,"starvation",4.72118570640855,"B"
9,7,"starvation",4.37650030639617,"A"
9,8,"control",9.67859199643805,"C"
9,8,"control",9.52236712066154,"C"
9,8,"control",9.81106753820583,"A"
9,8,"control",9.61672135593386,"A"
9,8,"control",9.42313928241051,"A"
9,8,"control",10.4718546153551,"B"
9,8,"control",10.1510095310535,"B"
9,8,"control",8.98320133791787,"C"
9,8,"control",9.36493408221082,"C"
9,8,"control",8.47337795887882,"C"
9,8,"half",7.88543732548298,"A"
9,8,"half",8.46677007749627,"C"
9,8,"half",8.33472356289671,"A"
9,8,"half",7.58600466696456,"B"
9,8,"half",8.28218647830446,"B"
9,8,"half",8.0625192413721,"B"
9,8,"half",7.58442049627421,"A"
9,8,"half",7.47053795474941,"A"
9,8,"half",8.25627602529688,"C"
9,8,"half",8.14219390496503,"B"
9,8,"starvation",2.0783358359111,"A"
9,8,"starvation",1.93008233053923,"A"
9,8,"starvation",3.28255943732115,"B"
9,8,"starvation",2.13712104775247,"B"
9,8,"starvation",1.71192907570903,"B"
9,8,"starvation",2.15302820540052,"A"
9,8,"starvation",2.05963592702345,"B"
9,8,"starvation",2.15896955493645,"C"
9,8,"starvation",2.24383372390078,"A"
9,8,"starvation",1.68676239937949,"C"
9,9,"control",10.9458166752566,"B"
9,9,"control",9.85637688437917,"A"
9,9,"control",10.3744811499954,"C"
9,9,"control",10.1424516318731,"B"
9,9,"control",11.5805883477295,"C"
9,9,"control",10.834569165031,"C"
9,9,"control",10.6958243278921,"B"
9,9,"control",10.9545429625859,"C"
9,9,"control",9.75449297560274,"A"
9,9,"control",10.7803951383097,"C"
9,9,"half",7.57144081781644,"B"
9,9,"half",7.97745746523596,"C"
9,9,"half",7.80279992672672,"B"
9,9,"half",8.09647328202592,"A"
9,9,"half",7.12208599327923,"C"
9,9,"half",7.95275138613331,"C"
9,9,"half",8.10078409837622,"C"
9,9,"half",7.56849867488682,"B"
9,9,"half",7.025064741203,"A"
9,9,"half",8.22778839825444,"B"
9,9,"starvation",2.68483994238466,"A"
9,9,"starvation",3.18638752857524,"B"
9,9,"starvation",2.55635211762548,"B"
9,9,"starvation",2.81777949934108,"A"
9,9,"starvation",2.06082349724364,"C"
9,9,"starvation",3.05177204081131,"B"
9,9,"starvation",2.85932643964545,"A"
9,9,"starvation",3.22252151672476,"B"
9,9,"starvation",1.85791071308631,"A"
9,9,"starvation",2.85196782134312,"A"
9,10,"control",8.90977682366561,"C"
9,10,"control",8.28331058831663,"C"
9,10,"control",8.48416845823796,"C"
9,10,"control",8.81303898023736,"B"
9,10,"control",8.66683031244919,"C"
9,10,"control",8.2682283685292,"B"
9,10,"control",8.94796192481671,"C"
9,10,"control",9.71465290889918,"C"
9,10,"control",8.64331546356186,"A"
9,10,"control",8.65305859250025,"A"
9,10,"half",7.19322654181175,"C"
9,10,"half",6.71429484369424,"B"
9,10,"half",7.16095763012609,"A"
9,10,"half",6.33929025292907,"A"
9,10,"half",6.00484463986495,"B"
9,10,"half",6.72164024681971,"B"
9,10,"half",6.46181423256392,"A"
9,10,"half",6.79341282582058,"B"
9,10,"half",5.87809924348292,"C"
9,10,"half",7.04024820794348,"C"
9,10,"starvation",1.95675720858471,"A"
9,10,"starvation",1.95000349219918,"B"
9,10,"starvation",2.18305563397308,"C"
9,10,"starvation",2.16288967698431,"C"
9,10,"starvation",1.0184486097189,"A"
9,10,"starvation",1.51894014770809,"A"
9,10,"starvation",2.23276009822093,"A"
9,10,"starvation",2.22808538361455,"C"
9,10,"starvation",1.47117733956851,"A"
9,10,"starvation",2.62494534519895,"A"
10,0,"control",10.0681989058303,"B"
10,0,"control",10.6965328707341,"C"
10,0,"control",10.8457721826295,"C"
10,0,"control",10.4554389683332,"A"
10,0,"control",10.217694418873,"A"
10,0,"control",10.9950226721773,"C"
10,0,"control",10.0784185389537,"A"
10,0,"control",9.81684346169803,"A"
10,0,"control",10.8085097471538,"B"
10,0,"control",9.72764312355002,"A"
10,0,"half",9.93825297249025,"C"
10,0,"half",10.0440918082679,"A"
10,0,"half",10.1552590892589,"C"
10,0,"half",10.6604341018421,"A"
10,0,"half",10.3618189810713,"C"
10,0,"half",10.0299373810313,"A"
10,0,"half",10.0372698065834,"A"
10,0,"half",10.2792871961013,"C"
10,0,"half",10.3148613521953,"B"
10,0,"half",10.039080764082,"A"
10,0,"starvation",10.3769818851678,"B"
10,0,"starvation",10.5610579181593,"A"
10,0,"starvation",10.1853506831185,"B"
10,0,"starvation",10.3494832664817,"A"
10,0,"starvation",10.1873691476461,"B"
10,0,"starvation",10.7215773754213,"B"
10,0,"starvation",10.7065537252617,"C"
10,0,"starvation",10.8568778081432,"A"
10,0,"starvation",10.9554161754038,"A"
10,0,"starvation",11.2300392778422,"B"
10,1,"control",11.2623685990173,"B"
10,1,"control",10.4558840459163,"C"
10,1,"control",10.0201430123254,"B"
10,1,"control",10.8654873282634,"A"
10,1,"control",10.4657997710966,"A"
10,1,"control",9.75647513820182,"C"
10,1,"control",10.4112254558834,"A"
10,1,"control",11.0565647860316,"B"
10,1,"control",10.1377529335273,"A"
10,1,"control",10.6315694246689,"C"
10,1,"half",9.27567883247407,"A"
10,1,"half",9.87199987141053,"A"
10,1,"half",9.72745707071206,"A"
10,1,"half",9.77998018412053,"C"
10,1,"half",10.1446871377662,"B"
10,1,"half",9.74653200030551,"C"
10,1,"half",10.101989774861,"C"
10,1,"half",10.4547256067859,"A"
10,1,"half",11.1994791634539,"B"
10,1,"half",9.9894444347174,"C"
10,1,"starvation",8.78639788301529,"A"
10,1,"starvation",9.41731667343793,"A"
10,1,"starvation",9.26338316315312,"B"
10,1,"starvation",9.69062143246489,"B"
10,1,"starvation",8.89210334145663,"A"
10,1,"starvation",9.94286122599932,"B"
10,1,"starvation",9.74815513181958,"C"
10,1,"starvation",8.8855082858786,"A"
10,1,"starvation",9.9223160033781,"A"
10,1,"starvation",9.64141282167806,"B"
10,2,"control",10.2061965540521,"A"
10,2,"control",9.88454698746887,"B"
10,2,"control",10.2430648254705,"B"
10,2,"control",10.0127399465671,"B"
10,2,"control",10.6065020715402,"A"
10,2,"control",10.5543591551487,"A"
10,2,"control",9.99907248211715,"C"
10,2,"control",9.80074898563452,"A"
10,2,"control",10.49539870913,"B"
10,2,"control",10.1911889077449,"B"
10,2,"half",9.90512280972331,"C"
10,2,"half",9.59013608654418,"C"
10,2,"half",9.92554636725641,"C"
10,2,"half",9.26786463140069,"C"
10,2,"half",10.6035853430666,"C"
10,2,"half",9.96812728955171,"C"
10,2,"half",9.60093941523021,"A"
10,2,"half",10.642827353082,"C"
10,2,"half",9.55690221765032,"C"
10,2,"half",9.98147237083189,"A"
10,2,"starvation",9.26358700694927,"A"
10,2,"starvation",8.93386178756589,"B"
10,2,"starvation",8.96377072365603,"B"
10,2,"starvation",9.59700177268313,"B"
10,2,"starvation",9.16168032920227,"B"
10,2,"starvation",9.17504415046205,"B"
10,2,"starvation",9.15302549692509,"C"
10,2,"starvation",8.91789566114162,"C"
10,2,"starvation",9.08282775701286,"A"
10,2,"starvation",8.98913514988951,"B"
10,3,"control",10.9719833259237,"A"
10,3,"control",10.1433463625311,"A"
10,3,"control",9.49332764896895,"A"
10,3,"control",9.97632682894524,"B"
10,3,"control",9.21929471412751,"C"
10,3,"control",10.0389303991996,"B"
10,3,"control",9.90975784054392,"B"
10,3,"control",10.0669024371324,"C"
10,3,"control",10.327336906653,"A"
10,3,"control",9.80386004422417,"C"
10,3,"half",9.77557841465679,"C"
10,3,"half",9.93158970545833,"A"
10,3,"half",9.53913111612374,"C"
10,3,"half",10.457937884465,"B"
10,3,"half",9.44359663826697,"B"
10,3,"half",10.348002059458,"C"
10,3,"half",9.87074545493793,"A"
10,3,"half",9.65756935462862,"B"
10,3,"half",9.89599355378001,"B"
10,3,"half",9.51479510677725,"C"
10,3,"starvation",7.52029293067871,"A"
10,3,"starvation",8.05510146259499,"C"
10,3,"starvation",8.07897695330904,"C"
10,3,"starvation",7.82068472152466,"A"
10,3,"starvation",8.53285688558671,"B"
10,3,"starvation",8.65275469681461,"C"
10,3,"starvation",7.75379672808779,"C"
10,3,"starvation",7.77054429188947,"B"
10,3,"starvation",7.82900156880562,"C"
10,3,"starvation",7.99040592379538,"A"
10,4,"control",10.397388062427,"C"
10,4,"control",10.7336252609694,"B"
10,4,"control",9.82443404345483,"A"
10,4,"control",9.81425133372823,"B"
10,4,"control",10.4280337938522,"B"
10,4,"control",10.6090787221939,"B"
10,4,"control",11.5688803118882,"B"
10,4,"control",10.40044954647,"B"
10,4,"control",10.1554295379324,"B"
10,4,"control",10.5634388179742,"A"
10,4,"half",9.54151166412962,"C"
10,4,"half",9.51662863689744,"A"
10,4,"half",10.0207685361828,"A"
10,4,"half",9.41668197200631,"A"
10,4,"half",9.52941823893019,"B"
10,4,"half",10.0940243093539,"B"
10,4,"half",10.214879539684,"C"
10,4,"half",10.1801156500779,"B"
10,4,"half",9.80401275896922,"A"
10,4,"half",9.85175819734571,"B"
10,4,"starvation",6.95954587755855,"C"
10,4,"starvation",7.63629619891557,"C"
10,4,"starvation",6.3592946817842,"A"
10,4,"starvation",6.88608531832749,"C"
10,4,"starvation",7.56403883012337,"C"
10,4,"starvation",6.69832124107022,"A"
10,4,"starvation",7.04256427559729,"C"
10,4,"starvation",6.88039844526374,"B"
10,4,"starvation",7.12486801430075,"C"
10,4,"starvation",6.87068602410624,"B"
10,5,"control",10.9709566479859,"A"
10,5,"control",12.1095756452541,"A"
10,5,"control",10.7902586583313,"A"
10,5,"control",11.9480053231625,"A"
10,5,"control",11.4706356709045,"B"
10,5,"control",11.3698295590916,"B"
10,5,"control",11.6215573987799,"B"
10,5,"control",11.3634149548653,"B"
10,5,"control",11.0364447967179,"C"
10,5,"control",11.4655349653845,"B"
10,5,"half",9.10384847010562,"A"
10,5,"half",9.42708818322414,"A"
10,5,"half",9.53886153684103,"C"
10,5,"half",9.52952559562336,"B"
10,5,"half",8.61064454551492,"B"
10,5,"half",8.58190140634849,"A"
10,5,"half",8.20880076080507,"C"
10,5,"half",8.72039787193007,"A"
10,5,"half",8.79544667369345,"A"
10,5,"half",8.09717738874093,"A"
10,5,"starvation",6.86279265082808,"B"
10,5,"starvation",5.79327476840535,"B"
10,5,"starvation",5.87551843035366,"C"
10,5,"starvation",5.81465597871915,"B"
10,5,"starvation",6.74104081430521,"C"
10,5,"starvation",5.08857711517612,"C"
10,5,"starvation",5.70916130519827,"B"
10,5,"starvation",6.82147323324726,"A"
10,5,"starvation",5.59778331307808,"A"
10,5,"starvation",5.46017475435751,"A"
10,6,"control",10.3238225375017,"C"
10,6,"control",10.4668612978956,"A"
10,6,"control",10.5756650257244,"A"
10,6,"control",9.98491494734728,"C"
10,6,"control",9.70270517932629,"C"
10,6,"control",10.7185367201143,"A"
10,6,"control",10.6051878567402,"C"
10,6,"control",9.68341102684952,"B"
10,6,"control",10.6016299731639,"B"
10,6,"control",9.85922966785796,"A"
10,6,"half",9.32344653020298,"A"
10,6,"half",9.38208710380913,"A"
10,6,"half",9.7325814803324,"C"
10,6,"half",8.65890309069541,"A"
10,6,"half",9.14607507234003,"C"
10,6,"half",8.30348156723426,"C"
10,6,"half",8.94936728572294,"A"
10,6,"half",8.66266265620244,"B"
10,6,"half",8.93087091685591,"B"
10,6,"half",8.33127084810264,"A"
10,6,"starvation",5.50791098677359,"A"
10,6,"starvation",4.43965727085072,"B"
10,6,"starvation",5.22230107741747,"B"
10,6,"starvation",4.87200561548332,"B"
10,6,"starvation",5.32647204235343,"A"
10,6,"starvation",5.05641362263461,"C"
10,6,"starvation",5.38768358718842,"B"
10,6,"starvation",4.50246088023,"B"
10,6,"starvation",5.69546999629346,"A"
10,6,"starvation",5.11330320332059,"A"
10,7,"control",10.3250330468207,"A"
10,7,"control",10.7556712433609,"C"
10,7,"control",9.86373999442733,"A"
10,7,"control",10.639069990428,"C"
10,7,"control",10.7648577097326,"B"
10,7,"control",10.4438422613746,"B"
10,7,"control",9.97472681015504,"B"
10,7,"control",9.63503106749499,"A"
10,7,"control",9.75641313812712,"B"
10,7,"control",10.208978078234,"B"
10,7,"half",10.2738803580258,"A"
10,7,"half",10.4395763479415,"B"
10,7,"half",10.40540187894,"A"
10,7,"half",9.89859458976431,"B"
10,7,"half",10.5681547086009,"B"
10,7,"half",8.85716710717358,"A"
10,7,"half",10.1853336801151,"B"
10,7,"half",9.92197650101251,"B"
10,7,"half",10.47796795389,"A"
10,7,"half",9.9172064244221,"C"
10,7,"starvation",4.94872209998075,"C"
10,7,"starvation",5.9033417635209,"A"
10,7,"starvation",4.52033356568803,"B"
10,7,"starvation",4.84517734072283,"B"
10,7,"starvation",5.11049923940443,"A"
10,7,"starvation",4.78560740332606,"B"
10,7,"starvation",4.70320165713237,"B"
10,7,"starvation",5.27052108446894,"C"
10,7,"starvation",4.76512665540311,"B"
10,7,"starvation",5.12247804470136,"B"
10,8,"control",10.9645325275421,"A"
10,8,"control",10.5357566430176,"B"
10,8,"control",10.7293839892197,"A"
10,8,"control",10.4213006966124,"C"
10,8,"control",10.4221783395493,"C"
10,8,"control",10.0627981764597,"A"
10,8,"control",10.6059140305002,"C"
10,8,"control",10.8109602666338,"A"
10,8,"control",11.3223356045597,"B"
10,8,"control",10.8125508820395,"A"
10,8,"half",8.42002162200344,"B"
10,8,"half",8.03359574998341,"C"
10,8,"half",8.48673772709227,"C"
10,8,"half",7.38721629015186,"B"
10,8,"half",8.11872411632404,"C"
10,8,"half",8.43415531827688,"A"
10,8,"half",7.8336509696119,"C"
10,8,"half",7.59002212809272,"B"
10,8,"half",7.91896557452601,"B"
10,8,"half",7.9301923310986,"A"
10,8,"starvation",4.77007798175255,"C"
10,8,"starvation",4.54906055490321,"B"
10,8,"starvation",3.94865153239094,"B"
10,8,"starvation",3.43048168095881,"A"
10,8,"starvation",3.43726130789765,"A"
10,8,"starvation",4.12705900374183,"A"
10,8,"starvation",3.68915613434986,"A"
10,8,"starvation",4.18269358984294,"C"
10,8,"starvation",4.72143730915187,"B"
10,8,"starvation",3.27687185357297,"B"
10,9,"control",11.9150263254143,"C"
10,9,"control",11.5023109141835,"B"
10,9,"control",11.6209004205956,"A"
10,9,"control",10.9425316806524,"A"
10,9,"control",12.0629527696419,"C"
10,9,"control",12.6781247379439,"A"
10,9,"control",11.3113936693241,"A"
10,9,"control",12.3262150037513,"C"
10,9,"control",12.1116107216627,"B"
10,9,"control",11.4732873768313,"A"
10,9,"half",8.71044606264065,"A"
10,9,"half",8.47776198986706,"C"
10,9,"half",8.62006287501129,"A"
10,9,"half",8.33431766551487,"B"
10,9,"half",8.10797048893562,"B"
10,9,"half",8.95115346928137,"B"
10,9,"half",8.1727011674257,"B"
10,9,"half",8.8233399819774,"A"
10,9,"half",8.99688480490089,"B"
10,9,"half",7.94371490655622,"C"
10,9,"starvation",3.67248661652187,"C"
10,9,"starvation",3.68716520104857,"C"
10,9,"starvation",3.40772837779492,"C"
10,9,"starvation",3.54660844228439,"C"
10,9,"starvation",3.45763678951114,"C"
10,9,"starvation",3.61067153277014,"C"
10,9,"starvation",4.16216136238326,"A"
10,9,"starvation",3.81120572340681,"C"
10,9,"starvation",4.77979143892265,"B"
10,9,"starvation",3.29105920945355,"B"
10,10,"control",8.16613460808343,"C"
10,10,"control",8.66932466011067,"B"
10,10,"control",9.02359680717007,"A"
10,10,"control",8.79442519968923,"B"
10,10,"control",8.49033607409084,"A"
10,10,"control",8.48123287718456,"B"
10,10,"control",8.64061065498907,"B"
10,10,"control",8.07042129232326,"A"
10,10,"control",8.40471174232981,"B"
10,10,"control",8.79878250616965,"B"
10,10,"half",9.21969545721813,"C"
10,10,"half",8.50957470980398,"C"
10,10,"half",9.06220401289437,"B"
10,10,"half",8.86478321092495,"B"
10,10,"half",8.89308452624396,"B"
10,10,"half",9.23981323042459,"A"
10,10,"half",9.31204766108471,"B"
10,10,"half",9.06788427222238,"C"
10,10,"half",9.61127321690176,"C"
10,10,"half",9.37897778802523,"B"
10,10,"starvation",0.445049305067105,"A"
10,10,"starvation",0.797105858117034,"C"
10,10,"starvation",1.25649036543347,"B"
10,10,"starvation",1.17363020678134,"A"
10,10,"starvation",1.15362892709776,"A"
10,10,"starvation",0.566286211382527,"A"
10,10,"starvation",0.478748516393638,"C"
10,10,"starvation",0.789202120016549,"A"
10,10,"starvation",-0.231679681850907,"C"
10,10,"starvation",0.575665289394313,"C"
